channel,delta_z_mm,amplitude_dB,onchip_um,design_um,error_um,implied_n_g,device_port
b28,7.1996,-16.03,3037.9,3038.9,-2.4,3.47796,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
