channel,waveguide_path_um,expected_delta_z_mm,device_port
b0,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b0,556.51,4.1643,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b0,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b0,1755.91,7.0078,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b1,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b1,556.51,4.1643,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b1,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b1,1755.91,7.0078,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b2,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b2,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b2,4967.28,14.6212,HHI_MMI1x2E1700:o2
b2,4972.48,14.6336,HHI_MMI1x2E1700:o3
b2,5097.48,14.9299,HHI_PMTOE1700_500_$c575:o2
b2,5213.19,15.2042,HHI_MMI1x2E1700:o1
b2,5242.59,15.2739,HHI_WGMETxE1700single:o1
b2,5271.99,15.3436,HHI_WGMETxE1700single:o1
b2,5301.39,15.4133,HHI_WGMETxE1700single:o1
b2,5330.79,15.483,HHI_BJsingle:o1
b2,5530.19,15.9558,HHI_BJsingle:o2
b2,5829.59,16.6656,HHI_ISOsectionSingle_25_$3020:o1
b2,5853.99,16.7234,HHI_ISOsectionSingle_25_$3020:o2
b2,5913.39,16.8643,HHI_ISOsectionSingle_25_$3020:o1
b2,5937.79,16.9221,HHI_ISOsectionSingle_25_$3020:o2
b2,6006.88,17.0859,HHI_PMTOE1700_500_$c575:o1
b2,6036.28,17.1556,HHI_WGMETxE1700single:o1
b2,6065.68,17.2253,HHI_WGMETxE1700single:o1
b2,6237.19,17.6319,HHI_ISOsectionSingle_25_$3020:o1
b2,6261.59,17.6898,HHI_ISOsectionSingle_25_$3020:o2
b2,6320.99,17.8306,HHI_BJsingle:o2
b2,6520.39,18.3033,HHI_BJsingle:o1
b2,6549.79,18.373,HHI_WGMETxE1700single:o1
b2,6579.19,18.4427,HHI_WGMETxE1700single:o1
b2,6608.59,18.5124,HHI_WGMETxE1700single:o1
b2,6637.99,18.5821,HHI_WGMETxE1700single:o2
b2,7440.85,20.4855,HHI_MMI1x2E1700:o2
b2,7446.05,20.4979,HHI_MMI1x2E1700:o3
b2,7686.76,21.0685,HHI_MMI1x2E1700:o1
b2,7811.76,21.3649,HHI_MMI1x2E1700:o3
b2,7816.96,21.3772,HHI_MMI1x2E1700:o2
b2,8054.51,21.9404,HHI_MMI2x2E1700:o1
b2,8057.68,21.9479,HHI_MMI1x2E1700:o1
b2,8067.68,21.9716,HHI_WGMETxE1700single:o2
b2,8097.08,22.0413,HHI_WGMETxE1700single:o1
b2,8126.48,22.111,HHI_SOA_300_$18f0:o2
b2,8377.12,22.7052,HHI_PMTOE1700_500_$c575:o2
b2,8393.21,22.7434,HHI_MMI2x2E1700:o2
b2,8825.88,23.7691,HHI_SOA_300_$18f0:o1
b2,8855.28,23.8388,HHI_WGMETxE1700single:o1
b2,8873.78,23.8827,HHI_WGMETxE1700single:o1
b2,8884.68,23.9085,HHI_WGMETxE1700single:o1
b2,8903.18,23.9524,HHI_WGMETxE1700single:o1
b2,8932.58,24.0221,HHI_PMTOE1700_500_$c575:o1
b2,9123.2,24.474,HHI_MMI1x2E1700:o2
b2,9128.4,24.4863,HHI_MMI1x2E1700:o3
b2,9286.52,24.8612,HHI_PMTOE1700_500_$c575:o1
b2,9296.52,24.8849,HHI_WGMETxE1700single:o2
b2,9325.92,24.9546,HHI_WGMETxE1700single:o1
b2,9355.32,25.0243,HHI_SOA_300_$18f0:o2
b2,9366.92,25.0518,HHI_WGMETxE1700single:o1
b2,9369.11,25.057,HHI_MMI1x2E1700:o1
b2,9396.32,25.1215,HHI_WGMETxE1700single:o1
b2,9425.72,25.1912,HHI_SOA_300_$18f0:o1
b2,9841.98,26.1781,HHI_PMTOE1700_500_$c575:o2
b2,9966.98,26.4744,HHI_MMI1x2E1700:o2
b2,9972.18,26.4867,HHI_MMI1x2E1700:o3
b2,10212.89,27.0574,HHI_MMI1x2E1700:o1
b2,10242.29,27.1271,HHI_WGMETxE1700single:o1
b2,10271.69,27.1968,HHI_WGMETxE1700single:o1
b2,10301.09,27.2665,HHI_WGMETxE1700single:o1
b2,10306.6,27.2796,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b2,10330.49,27.3362,HHI_BJsingle:o1
b2,10529.89,27.8089,HHI_BJsingle:o2
b2,10829.29,28.5188,HHI_ISOsectionSingle_25_$3020:o1
b2,10853.69,28.5766,HHI_ISOsectionSingle_25_$3020:o2
b2,10913.09,28.7174,HHI_ISOsectionSingle_25_$3020:o1
b2,10937.49,28.7753,HHI_ISOsectionSingle_25_$3020:o2
b2,11236.89,29.4851,HHI_ISOsectionSingle_25_$3020:o1
b2,11261.29,29.5429,HHI_ISOsectionSingle_25_$3020:o2
b2,11320.69,29.6838,HHI_BJsingle:o2
b2,11506.0,30.1231,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b2,11520.09,30.1565,HHI_BJsingle:o1
b2,11549.49,30.2262,HHI_WGMETxE1700single:o1
b2,11578.89,30.2959,HHI_WGMETxE1700single:o1
b2,11608.29,30.3656,HHI_WGMETxE1700single:o1
b2,11637.69,30.4353,HHI_WGMETxE1700single:o2
b2,11868.13,30.9816,HHI_MMI1x2E1700:o2
b2,11873.33,30.994,HHI_MMI1x2E1700:o3
b2,12114.05,31.5646,HHI_MMI1x2E1700:o1
b2,12123.33,31.5867,HHI_PMTOE1700_500_$c575:o2
b2,13032.73,33.7426,HHI_PMTOE1700_500_$c575:o1
b3,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b3,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b3,2489.64,8.7473,HHI_MMI1x2E1700:o2
b3,2494.84,8.7596,HHI_MMI1x2E1700:o3
b3,2619.84,9.056,HHI_MMI1x2E1700:o1
b3,2735.55,9.3303,HHI_MMI1x2E1700:o1
b3,2745.55,9.354,HHI_WGMETxE1700single:o2
b3,2774.95,9.4237,HHI_WGMETxE1700single:o1
b3,2804.35,9.4934,HHI_SOA_300_$18f0:o2
b3,2865.75,9.639,HHI_MMI1x2E1700:o2
b3,3474.21,11.0815,HHI_MMI2x2E1700:o1
b3,3478.21,11.091,HHI_MMI2x2E1700:o3
b3,3503.75,11.1515,HHI_SOA_300_$18f0:o1
b3,3533.15,11.2212,HHI_WGMETxE1700single:o1
b3,3562.55,11.291,HHI_WGMETxE1700single:o1
b3,3796.82,11.8463,HHI_PMTOE1700_500_$c575:o2
b3,3801.07,11.8564,HHI_MMI1x2E1700:o2
b3,3806.27,11.8688,HHI_MMI1x2E1700:o3
b3,3812.91,11.8845,HHI_MMI2x2E1700:o2
b3,4044.8,12.4342,HHI_WGMETxE1700single:o1
b3,4046.99,12.4394,HHI_MMI1x2E1700:o1
b3,4074.2,12.5039,HHI_WGMETxE1700single:o1
b3,4103.6,12.5736,HHI_SOA_300_$18f0:o1
b3,4240.93,12.8992,HHI_WGMETxE1700single:o1
b3,4270.33,12.9689,HHI_WGMETxE1700single:o1
b3,4293.48,13.0238,HHI_WGMETxE1700single:o1
b3,4299.73,13.0386,HHI_PMTOE1700_500_$c575:o1
b3,4322.88,13.0935,HHI_WGMETxE1700single:o1
b3,4352.28,13.1632,HHI_PMTOE1700_500_$c575:o1
b3,4706.22,14.0023,HHI_PMTOE1700_500_$c575:o1
b3,4716.22,14.026,HHI_WGMETxE1700single:o2
b3,4745.62,14.0957,HHI_WGMETxE1700single:o1
b3,4775.02,14.1654,HHI_SOA_300_$18f0:o2
b3,5209.13,15.1946,HHI_PMTOE1700_500_$c575:o2
b3,5261.68,15.3192,HHI_PMTOE1700_500_$c575:o2
b3,5334.13,15.491,HHI_MMI1x2E1700:o3
b3,5339.33,15.5033,HHI_MMI1x2E1700:o2
b3,5386.68,15.6155,HHI_MMI1x2E1700:o2
b3,5391.88,15.6279,HHI_MMI1x2E1700:o3
b3,5580.04,16.074,HHI_MMI1x2E1700:o1
b3,5609.44,16.1437,HHI_WGMETxE1700single:o1
b3,5632.59,16.1986,HHI_MMI1x2E1700:o1
b3,5638.84,16.2134,HHI_WGMETxE1700single:o1
b3,5661.99,16.2683,HHI_WGMETxE1700single:o1
b3,5668.24,16.2831,HHI_WGMETxE1700single:o1
b3,5691.39,16.338,HHI_WGMETxE1700single:o1
b3,5697.64,16.3528,HHI_BJsingle:o1
b3,5720.79,16.4077,HHI_WGMETxE1700single:o1
b3,5750.19,16.4774,HHI_BJsingle:o1
b3,5897.04,16.8255,HHI_BJsingle:o2
b3,5949.59,16.9501,HHI_BJsingle:o2
b3,6196.44,17.5353,HHI_ISOsectionSingle_25_$3020:o1
b3,6220.84,17.5932,HHI_ISOsectionSingle_25_$3020:o2
b3,6248.99,17.6599,HHI_ISOsectionSingle_25_$3020:o1
b3,6273.39,17.7177,HHI_ISOsectionSingle_25_$3020:o2
b3,6280.24,17.734,HHI_ISOsectionSingle_25_$3020:o1
b3,6304.64,17.7918,HHI_ISOsectionSingle_25_$3020:o2
b3,6332.79,17.8586,HHI_ISOsectionSingle_25_$3020:o1
b3,6357.19,17.9164,HHI_ISOsectionSingle_25_$3020:o2
b3,6604.04,18.5016,HHI_ISOsectionSingle_25_$3020:o1
b3,6628.44,18.5595,HHI_ISOsectionSingle_25_$3020:o2
b3,6656.59,18.6262,HHI_ISOsectionSingle_25_$3020:o1
b3,6680.99,18.6841,HHI_ISOsectionSingle_25_$3020:o2
b3,6687.84,18.7003,HHI_BJsingle:o2
b3,6740.39,18.8249,HHI_BJsingle:o2
b3,6887.24,19.173,HHI_BJsingle:o1
b3,6916.64,19.2427,HHI_WGMETxE1700single:o1
b3,6939.79,19.2976,HHI_BJsingle:o1
b3,6946.04,19.3124,HHI_WGMETxE1700single:o1
b3,6969.19,19.3673,HHI_WGMETxE1700single:o1
b3,6975.44,19.3821,HHI_WGMETxE1700single:o1
b3,6998.59,19.437,HHI_WGMETxE1700single:o1
b3,7004.84,19.4518,HHI_WGMETxE1700single:o2
b3,7027.99,19.5067,HHI_WGMETxE1700single:o1
b3,7057.39,19.5764,HHI_WGMETxE1700single:o2
b3,10306.6,27.2796,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b3,10703.67,28.221,HHI_PMTOE1700_500_$c575:o1
b3,11506.0,30.1231,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b3,11613.07,30.3769,HHI_PMTOE1700_500_$c575:o2
b3,11863.07,30.9696,HHI_MMI1x2E1700:o3
b3,11868.27,30.982,HHI_MMI1x2E1700:o2
b3,12108.99,31.5526,HHI_MMI1x2E1700:o1
b4,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b4,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b5,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b5,1072.95,5.3886,HHI_WGMETxE1700single:o1
b5,1102.35,5.4583,HHI_WGMETxE1700single:o2
b5,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b5,2332.35,8.3744,HHI_WGMETxE1700single:o1
b5,2361.75,8.4441,HHI_WGMETxE1700single:o2
b5,3231.75,10.5067,HHI_WGMETxE1700single:o1
b5,3261.15,10.5764,HHI_WGMETxE1700single:o2
b5,3330.89,10.7417,HHI_WGMETxE1700single:o1
b5,3360.29,10.8114,HHI_WGMETxE1700single:o2
b5,3406.29,10.9205,HHI_WGMETxE1700single:o1
b5,3435.69,10.9902,HHI_WGMETxE1700single:o2
b5,3611.07,11.406,HHI_WGMETxE1700single:o1
b5,3640.47,11.4757,HHI_WGMETxE1700single:o1
b5,3669.87,11.5454,HHI_WGMETxE1700single:o2
b5,3771.87,11.7872,HHI_WGMETxE1700single:o1
b5,3801.27,11.8569,HHI_WGMETxE1700single:o2
b5,4442.27,13.3766,HHI_WGMETxE1700single:o1
b5,4471.67,13.4463,HHI_WGMETxE1700single:o2
b6,0.0,2.8449,HHI_SSCLATE1700_0p0001_1_$3ad2:o1
b6,1113.36,5.4845,HHI_WGMETxE1700single:o1
b6,1142.76,5.5542,HHI_WGMETxE1700single:o2
b6,1199.4,5.6884,HHI_SSCLATE1700_0p0001_1_$3ad2:o2
b6,2372.76,8.4702,HHI_WGMETxE1700single:o1
b6,2402.16,8.5399,HHI_WGMETxE1700single:o2
b6,4591.12,13.7294,HHI_MMI1x2E1700:o2
b6,4596.32,13.7418,HHI_MMI1x2E1700:o3
b6,4721.32,14.0381,HHI_MMI1x2E1700:o1
b6,4837.03,14.3125,HHI_MMI1x2E1700:o1
b6,4847.03,14.3362,HHI_WGMETxE1700single:o2
b6,4876.43,14.4059,HHI_WGMETxE1700single:o1
b6,4905.83,14.4756,HHI_WGMETxE1700single:o1
b6,4935.23,14.5453,HHI_WGMETxE1700single:o1
b6,4964.63,14.615,HHI_SOA_300_$18f0:o2
b6,4967.23,14.6211,HHI_MMI1x2E1700:o2
b6,5575.69,16.0636,HHI_MMI2x2E1700:o1
b6,5579.69,16.0731,HHI_MMI2x2E1700:o3
b6,5664.03,16.2731,HHI_SOA_300_$18f0:o1
b6,5693.43,16.3428,HHI_WGMETxE1700single:o1
b6,5722.83,16.4125,HHI_WGMETxE1700single:o1
b6,5752.23,16.4822,HHI_WGMETxE1700single:o1
b6,5781.63,16.5519,HHI_WGMETxE1700single:o1
b6,5811.03,16.6216,HHI_WGMETxE1700single:o1
b6,5898.3,16.8285,HHI_PMTOE1700_500_$c575:o2
b6,5914.39,16.8666,HHI_MMI2x2E1700:o2
b6,6049.55,17.1871,HHI_MMI1x2E1700:o2
b6,6054.75,17.1994,HHI_MMI1x2E1700:o3
b6,6293.27,17.7649,HHI_WGMETxE1700single:o1
b6,6295.47,17.7701,HHI_MMI1x2E1700:o1
b6,6322.67,17.8346,HHI_WGMETxE1700single:o1
b6,6352.07,17.9043,HHI_WGMETxE1700single:o1
b6,6381.47,17.974,HHI_WGMETxE1700single:o1
b6,6410.87,18.0437,HHI_WGMETxE1700single:o1
b6,6440.27,18.1134,HHI_SOA_300_$18f0:o1
b6,6807.7,18.9845,HHI_PMTOE1700_500_$c575:o1
b6,6817.7,19.0082,HHI_WGMETxE1700single:o2
b6,6847.1,19.0779,HHI_WGMETxE1700single:o1
b6,6876.5,19.1476,HHI_WGMETxE1700single:o1
b6,6905.9,19.2173,HHI_WGMETxE1700single:o1
b6,6935.3,19.287,HHI_SOA_300_$18f0:o2
b6,7803.26,21.3447,HHI_MMI1x2E1700:o1
b6,7824.39,21.3948,HHI_MMI1x2E1700:o1
b6,8049.18,21.9277,HHI_MMI1x2E1700:o2
b6,8070.3,21.9778,HHI_MMI1x2E1700:o2
b6,11888.72,31.0304,HHI_PMTOE1700_500_$c575:o2
b6,11919.84,31.1042,HHI_PMTOE1700_500_$c575:o2
b6,12054.97,31.4246,HHI_PMTOE1700_500_$c575:o2
b6,12798.12,33.1864,HHI_PMTOE1700_500_$c575:o1
b6,12829.24,33.2602,HHI_PMTOE1700_500_$c575:o1
