x0,y0,x1,y1,npoints,area,perimeter,length_secant,width,kind,radius,angle_deg,n_seg,length_exact
1261.143,401.07,1314.1109999999999,418.913,135,127.4958284999995,115.46422882217556,55.432077421107465,2.3000369899803097,Bogen,53.20828703011036,59.69040281403126,66,55.43265289940845
1314.1109999999999,322.861,1410.162,418.913,350,342.8682355000032,302.7418617156532,149.07089614708264,2.3000347107439865,Bogen,93.54444895231069,91.30561239197786,174,149.0714171424588
1209.336,385.31,1262.3029999999999,403.153,135,127.49032399999996,115.46340624364456,55.4317519284228,2.2999511933994796,Bogen,53.20871507479541,59.6895721321269,66,55.43232738732741
1190.923,384.04,1209.336,387.449,40,42.1332775000001,41.23718172031316,18.318558490100294,2.3000323700562877,Bogen,5.955363104308753,176.2404860732861,19,18.338578811595276
1314.1109999999999,226.81,1410.162,322.861,350,342.86060049999435,302.7406543404367,149.07033501915805,2.2999921510603087,Bogen,93.5443885932737,91.30532761655296,174,149.07085600932325
1190.923,257.03999999999996,1209.336,260.449,40,42.13327750000012,41.237181720313224,18.31855849010033,2.300032370056284,Bogen,5.955363103779735,176.24048608894196,19,18.33857881159887
1209.336,242.57,1262.3029999999999,260.413,135,127.49465949999959,115.46261101779167,55.43125550387499,2.3000500050208466,Bogen,53.20767704478955,59.69020205129149,66,55.431830969772
1261.143,226.81,1314.1109999999999,244.65300000000002,135,127.4914929999998,115.46502365684542,55.43257363994712,2.29993818847559,Bogen,53.2093249677728,59.68977278025504,66,55.43314911125118
