channel,s_in_um,s_out_um,s_from_facet_um,dz_mm,cell,depth,box_w_um,box_h_um
48,0.0,0.51,420.0,0.5436,AN350BB_EdgeCoupler_Lensed_C,3,30.0,430.0
48,0.0,0.51,420.0,0.5436,EdgeCoupler_BB_$fe2d,2,30.0,430.01
48,5153.02,6049.79,5573.02,7.213,XGM_2_Decoder_Lut_2_combiner_metal_$e3cf,3,3921.0,3237.51
48,6024.26,6049.79,6444.26,8.3407,MZM_1X2_$d8bf,3,134.0,900.84
48,6024.26,6049.79,6444.26,8.3407,MZM_switch_$fe2d,2,294.0,1990.84
48,6024.26,6049.79,6444.26,8.3407,variable_pitch_splitting_8721,4,62.0,280.84
48,6044.27,6049.79,6464.27,8.3666,MMI_1x2_BB_$fe2d,5,31.54,180.01
48,6044.28,6049.79,6464.28,8.3666,AN350BB_MMI1x2_symmetric_C,6,30.0,180.0
