label,tau_aux_ns,fringes,aux_contrast_min,P_meas_mW,P_aux_mW,facet_mm,facet_dB,floor_ctrl_dB,floor_full_dB,dynamic_range_dB
vorher 10 dB (L7, VOA 6),20.6111,297117,0.2018,0.042400,0.704416,1579.5934,0.00,-57.39,-79.70,57.39
nachher 20 dB (10:33),20.6091,297119,0.1780,0.024633,0.051780,1579.3680,-0.16,-60.77,-82.88,60.61
