distance_m,amplitude_dB,residual_dB
3.068134897496540558e-01,-6.070443601643262355e+01,-6.070443871526605761e+01
3.068300787461260559e-01,-5.844135899832173209e+01,-5.844135693754899563e+01
3.068466677425980560e-01,-5.829348866389277362e+01,-5.829349035015687974e+01
3.068632567390700561e-01,-6.169298275394515940e+01,-6.169298049614417323e+01
3.068798457355420561e-01,-6.850742546109189846e+01,-6.850743145391689382e+01
3.068964347320140562e-01,-6.944333197330887231e+01,-6.944333026210698279e+01
3.069130237284860563e-01,-6.200945358908387561e+01,-6.200945216687891559e+01
3.069296127249580564e-01,-5.999800350184895592e+01,-5.999800540055207421e+01
3.069462017214300564e-01,-6.152625187452112954e+01,-6.152624968185502752e+01
3.069627907179020565e-01,-6.160915829802956978e+01,-6.160915801161095828e+01
3.069793797143740566e-01,-5.870959738555772844e+01,-5.870959850071037778e+01
3.069959687108460566e-01,-6.318396553361282741e+01,-6.318396419195338609e+01
3.070125577073180567e-01,-6.598787917794973623e+01,-6.598787416461432542e+01
3.070291467037900568e-01,-6.401236223475216036e+01,-6.401236611464335624e+01
3.070457357002620569e-01,-8.252808068722522705e+01,-8.252808823983983189e+01
3.070623246967340569e-01,-6.580418783051644027e+01,-6.580418318575395631e+01
3.070789136932060570e-01,-6.674192156523589858e+01,-6.674192656191942774e+01
3.070955026896780571e-01,-7.354957235276417293e+01,-7.354956398509726512e+01
3.071120916861500572e-01,-6.969418588669108772e+01,-6.969418125505656292e+01
3.071286806826220572e-01,-6.641616667414265862e+01,-6.641617192947668968e+01
3.071452696790940573e-01,-6.307258936237025893e+01,-6.307258701369797649e+01
3.071618586755660574e-01,-6.134140303916790771e+01,-6.134140393600595331e+01
3.071784476720380574e-01,-6.300785123423506207e+01,-6.300785040598823628e+01
3.071950366685100575e-01,-6.858291139569291772e+01,-6.858291637289423193e+01
3.072116256649820576e-01,-6.566775853884198000e+01,-6.566775366377865453e+01
3.072282146614540577e-01,-6.124118942866988391e+01,-6.124119220883740411e+01
3.072448036579260577e-01,-5.683503072818800206e+01,-5.683502915283530399e+01
3.072613926543980578e-01,-5.515245214742540725e+01,-5.515245356817599998e+01
3.072779816508700579e-01,-5.724185590996241757e+01,-5.724185414629052104e+01
3.072945706473420580e-01,-6.195880357134602434e+01,-6.195880447211941089e+01
3.073111596438140580e-01,-6.404935561819229406e+01,-6.404935777543093423e+01
3.073277486402860581e-01,-6.856699500634307753e+01,-6.856699129668821513e+01
3.073443376367580582e-01,-7.357783480617345617e+01,-7.357782843772912429e+01
3.073609266332301138e-01,-6.438380589419251976e+01,-6.438381001116611912e+01
3.073775156297021138e-01,-6.044691683821110928e+01,-6.044691417172519721e+01
3.073941046261741139e-01,-5.917002045953525169e+01,-5.917002238087275146e+01
3.074106936226461140e-01,-5.693832381067987569e+01,-5.693832288527556784e+01
3.074272826191181140e-01,-5.803389645984731260e+01,-5.803389746933459037e+01
3.074438716155901141e-01,-6.410394478461259382e+01,-6.410394142269294093e+01
3.074604606120621142e-01,-6.950687317504743135e+01,-6.950688054126369764e+01
3.074770496085341143e-01,-7.461914415213541929e+01,-7.461913118645063037e+01
3.074936386050061143e-01,-6.879681208510579893e+01,-6.879680852994266615e+01
3.075102276014781144e-01,-5.882773360723831502e+01,-5.882773549008703640e+01
3.075268165979501145e-01,-5.635272998567189973e+01,-5.635272852267804211e+01
3.075434055944221146e-01,-6.152673584898934678e+01,-6.152673875924507030e+01
3.075599945908941146e-01,-6.308839485265366420e+01,-6.308839352236410747e+01
3.075765835873661147e-01,-6.164978331429737324e+01,-6.164978425448720145e+01
3.075931725838381148e-01,-6.639915613259285010e+01,-6.639915092582323553e+01
3.076097615803101148e-01,-6.163060155571344012e+01,-6.163060345583527067e+01
3.076263505767821149e-01,-6.747859826335735534e+01,-6.747859583739354150e+01
3.076429395732541150e-01,-6.446869858751193760e+01,-6.446869465140052569e+01
3.076595285697261151e-01,-5.798448097380743604e+01,-5.798448294442339090e+01
3.076761175661981151e-01,-5.750621330560677791e+01,-5.750621140025127431e+01
3.076927065626701152e-01,-6.158808123776846344e+01,-6.158808418628700565e+01
3.077092955591421153e-01,-7.518847704704140256e+01,-7.518846512037305274e+01
3.077258845556141154e-01,-6.307392338413556132e+01,-6.307392222353734468e+01
3.077424735520861154e-01,-6.039269588392259891e+01,-6.039269675453419239e+01
3.077590625485581155e-01,-6.235018250171731324e+01,-6.235018075632894607e+01
3.077756515450301156e-01,-6.469488811203567025e+01,-6.469489138633171876e+01
3.077922405415021156e-01,-6.572313804386543268e+01,-6.572313529963489032e+01
3.078088295379741157e-01,-6.526246389850913943e+01,-6.526246417577313252e+01
3.078254185344461158e-01,-6.422811481592303551e+01,-6.422811747226232626e+01
3.078420075309181159e-01,-5.958717511665054190e+01,-5.958717277549764901e+01
3.078585965273901159e-01,-5.666364792411754081e+01,-5.666364965265006504e+01
3.078751855238621160e-01,-5.784646569130121918e+01,-5.784646373287174015e+01
3.078917745203341161e-01,-6.425640862755781768e+01,-6.425641237830424757e+01
3.079083635168061162e-01,-7.452221451430263244e+01,-7.452222606910537195e+01
3.079249525132781162e-01,-6.423711513506128767e+01,-6.423711128810788296e+01
3.079415415097501163e-01,-6.260673323529188394e+01,-6.260673551798021208e+01
3.079581305062221164e-01,-6.440030818677929858e+01,-6.440030683519771060e+01
3.079747195026941164e-01,-6.595398160058060455e+01,-6.595398085481343742e+01
3.079913084991661165e-01,-6.135611090048855232e+01,-6.135611363639455362e+01
3.080078974956381166e-01,-5.418989270186301610e+01,-5.418989140193534837e+01
3.080244864921101167e-01,-5.223087736693234717e+01,-5.223087838612104861e+01
3.080410754885821167e-01,-5.355288383456710477e+01,-5.355288273602355531e+01
3.080576644850541168e-01,-5.505977007939493717e+01,-5.505977127046846675e+01
3.080742534815261169e-01,-5.870149212058479549e+01,-5.870149011705007069e+01
3.080908424779981170e-01,-7.254982904521125420e+01,-7.254983890029366478e+01
3.081074314744701170e-01,-6.385252364947768910e+01,-6.385252718982697218e+01
3.081240204709421171e-01,-6.121010563947710637e+01,-6.121010300894426592e+01
3.081406094674141172e-01,-6.260597375526452879e+01,-6.260597676217140872e+01
3.081571984638861172e-01,-6.337240325638907734e+01,-6.337239965359073324e+01
3.081737874603581173e-01,-6.015603930409282896e+01,-6.015604176530019487e+01
3.081903764568301174e-01,-5.931938394281701932e+01,-5.931938183933915099e+01
3.082069654533021175e-01,-6.589398822898526475e+01,-6.589399282265398483e+01
3.082235544497741175e-01,-7.434161621644896911e+01,-7.434162908617108201e+01
3.082401434462461176e-01,-6.244668893584410085e+01,-6.244668557816613941e+01
3.082567324427181177e-01,-5.855753195649451470e+01,-5.855753410383613300e+01
3.082733214391901178e-01,-5.713924556425852330e+01,-5.713924374138686346e+01
3.082899104356621178e-01,-5.733234787034354696e+01,-5.733234973834375126e+01
3.083064994321341179e-01,-5.937299737372531183e+01,-5.937299512474165653e+01
3.083230884286061180e-01,-6.491402008591479955e+01,-6.491402298349467515e+01
3.083396774250781180e-01,-6.886881290864492655e+01,-6.886881445299073334e+01
3.083562664215501181e-01,-6.553944837637017429e+01,-6.553945048601666201e+01
3.083728554180221182e-01,-6.054934586661290297e+01,-6.054934359037531522e+01
3.083894444144941183e-01,-6.264078967686027966e+01,-6.264079306907749611e+01
3.084060334109661183e-01,-7.004998326619423210e+01,-7.004998115642767686e+01
3.084226224074381184e-01,-6.341912556052447769e+01,-6.341912265992733921e+01
3.084392114039101185e-01,-6.057113808766086294e+01,-6.057114039992737275e+01
3.084558004003821186e-01,-5.993347591224842574e+01,-5.993347398359021838e+01
3.084723893968541186e-01,-6.105938938366988822e+01,-6.105939145383810995e+01
3.084889783933261187e-01,-6.274644613139152938e+01,-6.274644300936672892e+01
3.085055673897981188e-01,-6.372692977927707148e+01,-6.372693368013182180e+01
3.085221563862701188e-01,-6.532434930950464036e+01,-6.532434560878878926e+01
3.085387453827421189e-01,-6.590626356542925635e+01,-6.590626513647850970e+01
3.085553343792141190e-01,-8.257545682794427933e+01,-8.257544199204653523e+01
3.085719233756861191e-01,-6.411896529963175340e+01,-6.411896637807731736e+01
3.085885123721581191e-01,-5.953966175376407222e+01,-5.953966059466169014e+01
3.086051013686301192e-01,-5.968001044096109098e+01,-5.968001191901399238e+01
3.086216903651021193e-01,-6.367073993738032556e+01,-6.367073805018862487e+01
3.086382793615741194e-01,-6.967955197699436098e+01,-6.967955118740940179e+01
3.086548683580461194e-01,-7.438151678838492842e+01,-7.438152519933949236e+01
3.086714573545181195e-01,-8.066579234147575050e+01,-8.066578622288818678e+01
3.086880463509901196e-01,-7.129684373109276407e+01,-7.129683440789743543e+01
3.087046353474621752e-01,-6.302002602586546942e+01,-6.302002939987425378e+01
3.087212243439341752e-01,-6.165010424806923339e+01,-6.165010141999200499e+01
3.087378133404061753e-01,-6.621243032106244186e+01,-6.621243541986028447e+01
3.087544023368781754e-01,-7.836956280299742161e+01,-7.836954397849251563e+01
3.087709913333501754e-01,-6.813710260660852214e+01,-6.813710197135934266e+01
3.087875803298221755e-01,-5.841880953979597280e+01,-5.841880932372610857e+01
3.088041693262941756e-01,-5.567889412644974811e+01,-5.567889449091327947e+01
3.088207583227661757e-01,-5.772395892911904980e+01,-5.772395842443506808e+01
3.088373473192381757e-01,-5.940788882756353928e+01,-5.940788893786192659e+01
3.088539363157101758e-01,-5.836504821382929720e+01,-5.836504765373189230e+01
3.088705253121821759e-01,-5.642183440010015971e+01,-5.642183571722143398e+01
3.088871143086541760e-01,-5.458808906045149456e+01,-5.458808781340054850e+01
3.089037033051261760e-01,-5.601900418946286209e+01,-5.601900562793655070e+01
3.089202923015981761e-01,-6.314885220508480046e+01,-6.314884871661352150e+01
3.089368812980701762e-01,-7.098176361125473477e+01,-7.098175999278625170e+01
3.089534702945421762e-01,-6.513065817451112594e+01,-6.513066275634596991e+01
3.089700592910141763e-01,-6.225796801887657494e+01,-6.225796550605218016e+01
3.089866482874861764e-01,-6.108220347793643867e+01,-6.108220559599561739e+01
3.090032372839581765e-01,-6.130698403894935922e+01,-6.130698143837769010e+01
3.090198262804301765e-01,-6.255157931304965047e+01,-6.255158271702734396e+01
3.090364152769021766e-01,-6.103867140863691532e+01,-6.103866910898907605e+01
3.090530042733741767e-01,-6.190215752156726126e+01,-6.190215905744458524e+01
3.090695932698461768e-01,-6.427090002748938957e+01,-6.427090055146088332e+01
3.090861822663181768e-01,-6.919067058159747319e+01,-6.919066764424800908e+01
3.091027712627901769e-01,-7.832300162860322246e+01,-7.832300200360981535e+01
3.091193602592621770e-01,-7.140452736884560636e+01,-7.140453594752314359e+01
3.091359492557341770e-01,-6.202513134836880937e+01,-6.202512854166799627e+01
3.091525382522061771e-01,-5.873042934062367948e+01,-5.873043121246101350e+01
3.091691272486781772e-01,-5.832602724375096415e+01,-5.832602531793597223e+01
3.091857162451501773e-01,-5.837184171731651361e+01,-5.837184375600128305e+01
3.092023052416221773e-01,-6.124119591079278990e+01,-6.124119301391537107e+01
3.092188942380941774e-01,-7.104931781710584460e+01,-7.104932688313527933e+01
3.092354832345661775e-01,-7.732586559895541711e+01,-7.732586356960007379e+01
3.092520722310381776e-01,-6.933045211619923975e+01,-6.933045804581537652e+01
3.092686612275101776e-01,-6.499145305330044664e+01,-6.499144854490441503e+01
3.092852502239821777e-01,-6.500680920879121061e+01,-6.500681345440727910e+01
3.093018392204541778e-01,-6.907799104033644255e+01,-6.907798384348494380e+01
3.093184282169261778e-01,-6.893551597640202999e+01,-6.893551979327720858e+01
3.093350172133981779e-01,-6.724320138314270423e+01,-6.724319814260448425e+01
3.093516062098701780e-01,-6.342970645958515519e+01,-6.342971007264937100e+01
3.093681952063421781e-01,-6.049894371002656612e+01,-6.049894101930072310e+01
3.093847842028141781e-01,-6.270409719471226140e+01,-6.270410066014364503e+01
3.094013731992861782e-01,-6.930260376486411644e+01,-6.930259879171931914e+01
3.094179621957581783e-01,-6.727076271341267955e+01,-6.727075835696781780e+01
3.094345511922301784e-01,-6.413495168117206902e+01,-6.413495561409038714e+01
3.094511401887021784e-01,-6.105334923828047522e+01,-6.105334842934468753e+01
3.094677291851741785e-01,-5.698883638986367828e+01,-5.698883602695136119e+01
3.094843181816461786e-01,-5.567961896011500755e+01,-5.567961933084338000e+01
3.095009071781181786e-01,-5.703947679264771864e+01,-5.703947648466906628e+01
3.095174961745901787e-01,-6.135566857994269441e+01,-6.135566952803038276e+01
3.095340851710621788e-01,-6.587235786376511726e+01,-6.587235286772352083e+01
3.095506741675341789e-01,-6.161221759968056233e+01,-6.161221946752488066e+01
3.095672631640061789e-01,-6.221136751807057408e+01,-6.221136754597203833e+01
3.095838521604781790e-01,-6.053002882838818977e+01,-6.053002662501035758e+01
3.096004411569501791e-01,-5.703146417553939074e+01,-5.703146585080416742e+01
3.096170301534221792e-01,-5.633430537074389832e+01,-5.633430391331047815e+01
3.096336191498941792e-01,-5.810708689227307389e+01,-5.810708877132969974e+01
3.096502081463661793e-01,-5.946056607810602657e+01,-5.946056378125426534e+01
3.096667971428381794e-01,-6.090800457478722052e+01,-6.090800646574056998e+01
3.096833861393101794e-01,-7.211940181281630657e+01,-7.211940544258484920e+01
3.096999751357821795e-01,-6.582984958135318720e+01,-6.582984529554566677e+01
3.097165641322541796e-01,-7.312623264211683249e+01,-7.312623929963837099e+01
3.097331531287261797e-01,-6.537451730554737139e+01,-6.537452200524221269e+01
3.097497421251981797e-01,-6.077518189292712236e+01,-6.077517911921765403e+01
3.097663311216701798e-01,-6.051567598112867330e+01,-6.051567838267622790e+01
3.097829201181421799e-01,-6.023391403528669485e+01,-6.023391236426679995e+01
3.097995091146141799e-01,-6.089712362596874584e+01,-6.089712563586608240e+01
3.098160981110861800e-01,-6.152166123893623251e+01,-6.152165829822833842e+01
3.098326871075581801e-01,-6.274088163473913227e+01,-6.274088474526082138e+01
3.098492761040301802e-01,-6.140506645782313910e+01,-6.140506590342528881e+01
3.098658651005021802e-01,-6.031799788743323631e+01,-6.031799678712610557e+01
3.098824540969741803e-01,-5.945784869466652367e+01,-5.945785086960904664e+01
3.098990430934461804e-01,-5.789630467385083534e+01,-5.789630267913486250e+01
3.099156320899181805e-01,-6.022436650723945206e+01,-6.022436911245193869e+01
3.099322210863901805e-01,-6.716065176258214819e+01,-6.716064726880625813e+01
3.099488100828621806e-01,-6.740468235022123622e+01,-6.740468312172133380e+01
3.099653990793341807e-01,-7.321437126009720942e+01,-7.321436014577926699e+01
3.099819880758061807e-01,-6.563789471159279287e+01,-6.563789727060557766e+01
3.099985770722781808e-01,-6.007232417292150473e+01,-6.007232363167928924e+01
3.100151660687501809e-01,-5.696335096213202576e+01,-5.696335138973175560e+01
3.100317550652222365e-01,-5.951280240464065940e+01,-5.951280152205094254e+01
3.100483440616942366e-01,-7.106162752767063751e+01,-7.106162031667398082e+01
3.100649330581662366e-01,-5.588422034583507525e+01,-5.588422158513870386e+01
3.100815220546382367e-01,-5.394873846999367117e+01,-5.394873740017189334e+01
3.100981110511102368e-01,-5.556765078241640055e+01,-5.556765208034244097e+01
3.101147000475822368e-01,-5.774856724889484383e+01,-5.774856547931687345e+01
3.101312890440542369e-01,-6.065875658680943872e+01,-6.065875919105033631e+01
3.101478780405262370e-01,-6.725831574219941444e+01,-6.725831262300731339e+01
3.101644670369982371e-01,-6.638075529530925678e+01,-6.638075077336922902e+01
3.101810560334702371e-01,-6.078604827926192655e+01,-6.078605081407009436e+01
3.101976450299422372e-01,-5.823010099063619549e+01,-5.823009943225833496e+01
3.102142340264142373e-01,-6.282847748938500132e+01,-6.282847911283104736e+01
3.102308230228862374e-01,-6.590980515777968662e+01,-6.590980997494934002e+01
3.102474120193582374e-01,-6.144543167079799417e+01,-6.144542886854991082e+01
3.102640010158302375e-01,-6.142793013082810205e+01,-6.142793301380397963e+01
3.102805900123022376e-01,-6.166903664349612058e+01,-6.166903386205084558e+01
3.102971790087742376e-01,-6.456824377053668229e+01,-6.456824617159591639e+01
3.103137680052462377e-01,-7.127118055134046415e+01,-7.127117923479131889e+01
3.103303570017182378e-01,-5.899315223902586069e+01,-5.899315257731710460e+01
3.103469459981902379e-01,-5.719228296185934823e+01,-5.719228247719348701e+01
3.103635349946622379e-01,-5.781547203020943471e+01,-5.781547295068011749e+01
3.103801239911342380e-01,-5.757153723712724513e+01,-5.757153578520006931e+01
3.103967129876062381e-01,-5.749165287172875338e+01,-5.749165462597549237e+01
3.104133019840782381e-01,-6.177719695811099143e+01,-6.177719390323360216e+01
3.104298909805502382e-01,-8.305662396481397991e+01,-8.305660394808208480e+01
3.104464799770222383e-01,-6.277775384581205742e+01,-6.277775710031839651e+01
3.104630689734942384e-01,-5.921971318375963023e+01,-5.921971114774322587e+01
3.104796579699662384e-01,-6.058466207694543471e+01,-6.058466432131760371e+01
3.104962469664382385e-01,-6.723338676241422718e+01,-6.723338254770995093e+01
3.105128359629102386e-01,-6.742697396644936703e+01,-6.742697701992837267e+01
3.105294249593822387e-01,-6.324908041356426480e+01,-6.324907893038799500e+01
3.105460139558542387e-01,-6.599619121738987815e+01,-6.599619291249777575e+01
3.105626029523262388e-01,-6.665070790227416353e+01,-6.665070252938490114e+01
3.105791919487982389e-01,-5.772072986126882199e+01,-5.772073160590790053e+01
3.105957809452702389e-01,-5.541423035592426771e+01,-5.541422904634427482e+01
3.106123699417422390e-01,-5.880348851263225640e+01,-5.880349056843424194e+01
3.106289589382142391e-01,-6.391760104562838762e+01,-6.391759907807166741e+01
3.106455479346862392e-01,-5.863549787624543086e+01,-5.863549717613680201e+01
3.106621369311582392e-01,-5.920119639793425392e+01,-5.920119808782132509e+01
3.106787259276302393e-01,-6.400732640241795934e+01,-6.400732239082343256e+01
3.106953149241022394e-01,-6.733906634958772486e+01,-6.733906445049606759e+01
3.107119039205742395e-01,-5.834546930961401756e+01,-5.834547129188066350e+01
3.107284929170462395e-01,-5.479081259312222585e+01,-5.479081119837747593e+01
3.107450819135182396e-01,-5.578573190495081491e+01,-5.578573346954694046e+01
3.107616709099902397e-01,-6.054197709533561067e+01,-6.054197456864318383e+01
3.107782599064622397e-01,-6.528141176833761961e+01,-6.528141342032617445e+01
3.107948489029342398e-01,-6.689789607740245003e+01,-6.689789821393017633e+01
3.108114378994062399e-01,-8.172109383968800955e+01,-8.172111385127203675e+01
3.108280268958782400e-01,-6.576586029027922109e+01,-6.576585621859508990e+01
3.108446158923502400e-01,-6.975940448645840775e+01,-6.975941111033068864e+01
3.108612048888222401e-01,-6.888933658992212372e+01,-6.888934101776209218e+01
3.108777938852942402e-01,-6.064040822305317135e+01,-6.064040602824525195e+01
3.108943828817662403e-01,-5.957171767452557276e+01,-5.957171997674662123e+01
3.109109718782382403e-01,-6.189584151753941654e+01,-6.189583853584737483e+01
3.109275608747102404e-01,-6.095702377503903335e+01,-6.095702523450682264e+01
3.109441498711822405e-01,-5.795706918591585577e+01,-5.795706810645889817e+01
3.109607388676542405e-01,-5.642561627017984449e+01,-5.642561731853128038e+01
3.109773278641262406e-01,-5.960161935402471300e+01,-5.960161787887607687e+01
3.109939168605982407e-01,-6.668870782346579063e+01,-6.668871307336195287e+01
3.110105058570702408e-01,-5.921563245151168786e+01,-5.921563094659791915e+01
3.110270948535422408e-01,-6.286538961842087048e+01,-6.286539255652265723e+01
3.110436838500142409e-01,-7.195658593148870352e+01,-7.195658585618046743e+01
3.110602728464862410e-01,-7.030284714482300501e+01,-7.030284015324403413e+01
3.110768618429582411e-01,-6.816729854390572996e+01,-6.816729750478975802e+01
3.110934508394302411e-01,-6.101104269037266192e+01,-6.101104381878543848e+01
3.111100398359022412e-01,-6.211176752316639949e+01,-6.211176707420388254e+01
3.111266288323742413e-01,-6.374800544169267624e+01,-6.374800283166705839e+01
3.111432178288462413e-01,-6.453053931972598889e+01,-6.453054357743110359e+01
3.111598068253182414e-01,-6.519708212164685790e+01,-6.519708202756912385e+01
3.111763958217902415e-01,-5.772872939623314892e+01,-5.772872810979008307e+01
3.111929848182622416e-01,-5.678227002828893433e+01,-5.678227154114659214e+01
3.112095738147342416e-01,-5.991256640350083984e+01,-5.991256389189415188e+01
3.112261628112062417e-01,-6.129510377051605019e+01,-6.129510579319589425e+01
3.112427518076782418e-01,-6.311509469863426602e+01,-6.311509341130030037e+01
3.112593408041502419e-01,-6.378459224871214417e+01,-6.378459179406072366e+01
3.112759298006222419e-01,-6.368099122444296256e+01,-6.368099365349809204e+01
3.112925187970942420e-01,-6.703343340309108100e+01,-6.703342803349323731e+01
3.113091077935662421e-01,-7.745111368994550105e+01,-7.745110737187592065e+01
3.113256967900382421e-01,-6.667368687085287604e+01,-6.667369022855871208e+01
3.113422857865102422e-01,-6.549363664227129789e+01,-6.549363505737174762e+01
3.113588747829822423e-01,-6.519194359345911494e+01,-6.519194431607103013e+01
3.113754637794542979e-01,-6.736914544434375784e+01,-6.736914658783111065e+01
3.113920527759262979e-01,-6.739250758833046007e+01,-6.739250276775477744e+01
3.114086417723982980e-01,-6.302763475554058914e+01,-6.302763817033718396e+01
3.114252307688702981e-01,-6.059231784811646548e+01,-6.059231513312303719e+01
3.114418197653422982e-01,-6.133395022851815526e+01,-6.133395309811813689e+01
3.114584087618142982e-01,-6.655226484095899764e+01,-6.655226110179810917e+01
3.114749977582862983e-01,-6.892658986078006933e+01,-6.892658424217515289e+01
3.114915867547582984e-01,-6.399148440951045558e+01,-6.399148811859951280e+01
3.115081757512302985e-01,-6.091375348370137033e+01,-6.091375255300171432e+01
3.115247647477022985e-01,-6.033355938372692862e+01,-6.033355887048926292e+01
3.115413537441742986e-01,-6.647467862538327665e+01,-6.647468231131229288e+01
3.115579427406462987e-01,-6.818080713627340117e+01,-6.818080112233404577e+01
3.115745317371182987e-01,-6.541767680883333469e+01,-6.541768048812939185e+01
3.115911207335902988e-01,-6.207106131336075094e+01,-6.207106017604446890e+01
3.116077097300622989e-01,-5.985886712750389904e+01,-5.985886742867133847e+01
3.116242987265342990e-01,-6.346808922808285303e+01,-6.346808829179963141e+01
3.116408877230062990e-01,-6.670216447888739708e+01,-6.670216992457604022e+01
3.116574767194782991e-01,-6.235341567593696510e+01,-6.235341234544258526e+01
3.116740657159502992e-01,-6.151314172485732001e+01,-6.151314451668964978e+01
3.116906547124222993e-01,-6.358585262746031219e+01,-6.358584990081485699e+01
3.117072437088942993e-01,-7.203855238025874996e+01,-7.203856202274059228e+01
3.117238327053662994e-01,-6.257273249165189100e+01,-6.257272925178948952e+01
3.117404217018382995e-01,-5.652632987397111464e+01,-5.652633156650472301e+01
3.117570106983102995e-01,-5.636574908666639061e+01,-5.636574743691386402e+01
3.117735996947822996e-01,-6.192845264966273788e+01,-6.192845532573062428e+01
3.117901886912542997e-01,-7.016488649592736238e+01,-7.016489284969439666e+01
3.118067776877262998e-01,-6.170005784562808060e+01,-6.170005489459511949e+01
3.118233666841982998e-01,-5.838595525847878065e+01,-5.838595719923542049e+01
3.118399556806702999e-01,-5.677559119745541238e+01,-5.677558951007499388e+01
3.118565446771423000e-01,-5.669016835037979973e+01,-5.669017008794932622e+01
3.118731336736143001e-01,-5.912913665849749378e+01,-5.912913448535747563e+01
3.118897226700863001e-01,-6.552517249021617829e+01,-6.552517505104000861e+01
3.119063116665583002e-01,-6.430979047036234419e+01,-6.430979013798007315e+01
3.119229006630303003e-01,-6.053589854116818003e+01,-6.053589990564106671e+01
3.119394896595023003e-01,-6.271886399693520531e+01,-6.271886149516643627e+01
3.119560786559743004e-01,-7.840133508000387508e+01,-7.840135550731537251e+01
3.119726676524463005e-01,-7.364587760663093263e+01,-7.364588949120224015e+01
3.119892566489183006e-01,-6.674604083333618121e+01,-6.674603746613752264e+01
3.120058456453903006e-01,-6.063640115248021800e+01,-6.063640110637284408e+01
3.120224346418623007e-01,-5.557222196934209535e+01,-5.557222245285827711e+01
3.120390236383343008e-01,-5.425695278472750260e+01,-5.425695218995667801e+01
3.120556126348063009e-01,-5.751207560460672141e+01,-5.751207685079721443e+01
3.120722016312783009e-01,-6.306460733935675478e+01,-6.306460413400404263e+01
3.120887906277503010e-01,-6.718474541098069608e+01,-6.718475070115738390e+01
3.121053796242223011e-01,-7.941473957230013525e+01,-7.941471640847818492e+01
3.121219686206943011e-01,-7.240898596786755093e+01,-7.240897800720442490e+01
3.121385576171663012e-01,-7.445525143662675305e+01,-7.445524401494134281e+01
3.121551466136383013e-01,-6.245224627369378112e+01,-6.245224940432017746e+01
3.121717356101103014e-01,-6.383414360525549114e+01,-6.383413980741159577e+01
3.121883246065823014e-01,-6.462263936316078627e+01,-6.462263932509520714e+01
3.122049136030543015e-01,-6.237272758265814332e+01,-6.237272850353723186e+01
3.122215025995263016e-01,-6.237837235599839403e+01,-6.237837299908250088e+01
3.122380915959983017e-01,-6.315072894914393942e+01,-6.315072580834468141e+01
3.122546805924703017e-01,-6.203277043539713276e+01,-6.203277364213745670e+01
3.122712695889423018e-01,-6.542153696628588477e+01,-6.542153223228679337e+01
3.122878585854143019e-01,-6.474108052243300904e+01,-6.474108157191844271e+01
3.123044475818863019e-01,-5.794401334788601332e+01,-5.794401303491110156e+01
3.123210365783583020e-01,-5.564802024131633829e+01,-5.564802073815582162e+01
3.123376255748303021e-01,-5.639219767169426234e+01,-5.639219691767807774e+01
3.123542145713023022e-01,-5.684162401224255490e+01,-5.684162524603881650e+01
3.123708035677743022e-01,-5.750467643566095433e+01,-5.750467466566809094e+01
3.123873925642463023e-01,-6.364938617038541224e+01,-6.364938968387497198e+01
3.124039815607183024e-01,-6.262658133697252083e+01,-6.262658348097251348e+01
3.124205705571903025e-01,-5.846170362491311323e+01,-5.846170152346353177e+01
3.124371595536623025e-01,-5.750109160803290820e+01,-5.750109351346593201e+01
3.124537485501343026e-01,-5.973322417465971768e+01,-5.973322173173048100e+01
3.124703375466063027e-01,-6.298440940095125029e+01,-6.298441215827860873e+01
3.124869265430783027e-01,-6.378709357423187498e+01,-6.378709044300204312e+01
3.125035155395503028e-01,-5.901711283744923975e+01,-5.901711510064282606e+01
3.125201045360223029e-01,-5.650387798120034688e+01,-5.650387642120999487e+01
3.125366935324943030e-01,-5.836577649621275299e+01,-5.836577819936560729e+01
3.125532825289663030e-01,-6.248259818966963763e+01,-6.248259557567826761e+01
3.125698715254383031e-01,-7.165820706141698793e+01,-7.165821673408962056e+01
3.125864605219103032e-01,-6.245052180066741698e+01,-6.245052159377344481e+01
3.126030495183823033e-01,-5.682390249789337133e+01,-5.682390233695932125e+01
3.126196385148543033e-01,-5.739380904138507589e+01,-5.739380982778702389e+01
3.126362275113263034e-01,-6.153768465506626484e+01,-6.153768201373100766e+01
3.126528165077983035e-01,-6.914055390566245762e+01,-6.914056075757905262e+01
3.126694055042703035e-01,-8.106559836200338509e+01,-8.106557406604757432e+01
3.126859945007423036e-01,-6.794940837190270599e+01,-6.794941154865030342e+01
3.127025834972143037e-01,-6.420052117878113052e+01,-6.420051978266496917e+01
3.127191724936863593e-01,-6.804133715760870871e+01,-6.804133815585154821e+01
3.127357614901583593e-01,-7.735816207446794124e+01,-7.735818037960999050e+01
3.127523504866303594e-01,-6.734815717267841251e+01,-6.734815129835706671e+01
3.127689394831023595e-01,-6.803126474869853269e+01,-6.803127095646868838e+01
3.127855284795743596e-01,-7.343945805343069821e+01,-7.343946587662750858e+01
3.128021174760463596e-01,-6.697806454937645526e+01,-6.697805886754855464e+01
3.128187064725183597e-01,-7.343304370347155441e+01,-7.343305151720829826e+01
3.128352954689903598e-01,-6.741142926786737632e+01,-6.741143517984416178e+01
3.128518844654623599e-01,-6.147812056118623758e+01,-6.147811758873554311e+01
3.128684734619343599e-01,-5.949809461241062536e+01,-5.949809700416544445e+01
3.128850624584063600e-01,-5.893827974597491703e+01,-5.893827757493595954e+01
