channel,facet_A_mm,facet_B_mm,pigtail_mm,chip_dz_mm,chip_dz_expected_mm,error_um,error_cells,loop_measured_um,loop_design_um,implied_n_g
b0,1668.3752,1675.3923,1094.401,7.0171,7.004,13.1,0.79,562.0,556.5,3.48562
