file,lam_i_nm,lam_j_nm,span_nm,lam_center_nm,dnu_THz,fringes,tau_aux_ns
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1545.000000,1560.000000,15.000000,1552.500000,1.865773,38028.356482,20.382088
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1545.000000,1565.000000,20.000000,1555.000000,2.479750,50564.138285,20.390822
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1550.000000,1555.000000,5.000000,1552.500000,0.621912,12692.189403,20.408352
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1550.000000,1560.000000,10.000000,1555.000000,1.239836,25281.588718,20.391067
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1550.000000,1565.000000,15.000000,1557.500000,1.853813,37817.370522,20.399776
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1555.000000,1560.000000,5.000000,1557.500000,0.617925,12589.399315,20.373671
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1555.000000,1565.000000,10.000000,1560.000000,1.231901,25125.181118,20.395447
nofiber_sweep_ofdr_run1_2026-09-01_17-16-56.npz,1560.000000,1565.000000,5.000000,1562.500000,0.613977,12535.781803,20.417363
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1535.000000,5.000000,1532.500000,0.638250,13016.544994,20.394113
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1540.000000,10.000000,1535.000000,1.272356,25948.538967,20.394091
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1545.000000,15.000000,1537.500000,1.902357,38792.203068,20.391651
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1550.000000,20.000000,1540.000000,2.528294,51537.388887,20.384255
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1555.000000,25.000000,1542.500000,3.150206,64227.517363,20.388358
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1560.000000,30.000000,1545.000000,3.768130,76815.753502,20.385641
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1530.000000,1565.000000,35.000000,1547.500000,4.382107,89349.875840,20.389707
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1535.000000,1540.000000,5.000000,1537.500000,0.634106,12931.993972,20.394069
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1535.000000,1545.000000,10.000000,1540.000000,1.264107,25775.658074,20.390408
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1535.000000,1550.000000,15.000000,1542.500000,1.890044,38520.843892,20.380926
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1535.000000,1555.000000,20.000000,1545.000000,2.511955,51210.972368,20.386895
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1535.000000,1560.000000,25.000000,1547.500000,3.129880,63799.208507,20.383913
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1535.000000,1565.000000,30.000000,1550.000000,3.743857,76333.330846,20.388955
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1540.000000,1545.000000,5.000000,1542.500000,0.630001,12843.664102,20.386724
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1540.000000,1550.000000,10.000000,1545.000000,1.255938,25588.849920,20.374290
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1540.000000,1555.000000,15.000000,1547.500000,1.877850,38278.978396,20.384473
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1540.000000,1560.000000,20.000000,1550.000000,2.495775,50867.214535,20.381333
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1540.000000,1565.000000,25.000000,1552.500000,3.109751,63401.336874,20.387913
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1545.000000,1550.000000,5.000000,1547.500000,0.625937,12745.185819,20.361776
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1545.000000,1555.000000,10.000000,1550.000000,1.247848,25435.314295,20.383337
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1545.000000,1560.000000,15.000000,1552.500000,1.865773,38023.550433,20.379512
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1545.000000,1565.000000,20.000000,1555.000000,2.479750,50557.672772,20.388215
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1550.000000,1555.000000,5.000000,1552.500000,0.621912,12690.128476,20.405038
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1550.000000,1560.000000,10.000000,1555.000000,1.239836,25278.364615,20.388467
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1550.000000,1565.000000,15.000000,1557.500000,1.853813,37812.486953,20.397142
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1555.000000,1560.000000,5.000000,1557.500000,0.617925,12588.236139,20.371789
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1555.000000,1565.000000,10.000000,1560.000000,1.231901,25122.358477,20.393156
sweep_ofdr_3mBonly_check_2026-09-01_17-57-10.npz,1560.000000,1565.000000,5.000000,1562.500000,0.613977,12534.122339,20.414661
